GEOID,label,TRACTCE10,NAME10,NAMELSAD10,INTPTLAT,INTPTLONG,long+,long-,lat+,lat-,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),relation_max_fee,relation_min_fee
17031500200.00,1.00,500200.00,5002.00,Census Tract 5002,41.70,-87.60,-87.60,-87.60,41.70,41.70,0.00,0.00,0.06,0.01,0.09,0.16,0.01,0.05,0.06,0.42,0.07,0.00,0.07,0.22,0.93,0.38,0.00,0.00,0.69,0.05,0.33,0.29,0.16,0.07,0.02,0.04,0.38,0.04,0.56,0.72,0.03,0.09,0.24,0.11,0.11,0.01,0.96,0.00,0.00,0.01,256.00,285.00,48.90,34038.00,45989.00,953.00,0.00,3.90,5.00,126200.00,1589.00,484.00,900.00,2113.00,5.00,0.00,790.00,2113.00,70.30,28.60,933.00,829.00
17031500300.00,1.00,500300.00,5003.00,Census Tract 5003,41.69,-87.61,-87.60,-87.61,41.69,41.69,0.00,0.04,0.07,0.02,0.05,0.08,0.04,0.11,0.11,0.23,0.10,0.09,0.07,0.12,0.84,0.52,0.00,0.00,0.46,0.11,0.29,0.27,0.16,0.06,0.01,0.00,0.56,0.12,0.49,0.36,0.06,0.07,0.42,0.22,0.20,0.56,0.35,0.00,0.01,0.19,116.00,106.00,38.20,41587.00,56795.00,963.00,5.10,12.60,4.90,122400.00,1105.00,437.00,842.00,1417.00,210.00,204.00,729.00,1417.00,87.70,44.80,933.00,445.00
17031510100.00,1.00,510100.00,5101.00,Census Tract 5101,41.71,-87.55,-87.55,-87.55,41.72,41.71,0.00,0.01,0.18,0.01,0.08,0.06,0.04,0.05,0.09,0.28,0.04,0.06,0.10,0.13,0.89,0.52,0.00,0.00,0.38,0.05,0.27,0.17,0.23,0.19,0.00,0.00,0.32,0.10,0.51,0.41,0.22,0.14,0.06,0.07,0.17,0.75,0.14,0.00,0.00,0.79,165.00,527.00,36.50,42632.00,50064.00,1228.00,4.90,6.00,5.40,118500.00,1274.00,466.00,763.00,2963.00,759.00,711.00,998.00,3027.00,81.80,36.30,1112.00,355.00
17031510200.00,0.00,510200.00,5102.00,Census Tract 5102,41.71,-87.56,-87.56,-87.56,41.72,41.71,0.00,0.01,0.15,0.00,0.07,0.17,0.00,0.06,0.13,0.27,0.08,0.03,0.04,0.08,0.92,0.65,0.00,0.01,0.23,0.07,0.18,0.06,0.30,0.08,0.01,0.00,0.62,0.05,0.46,0.39,0.10,0.10,0.23,0.21,0.20,0.26,0.69,0.00,0.00,0.26,78.00,333.00,38.90,43289.00,49583.00,1160.00,3.20,13.60,5.50,106400.00,1087.00,500.00,1112.00,2796.00,343.00,307.00,1038.00,2801.00,92.50,45.00,1060.00,355.00
17031510300.00,0.00,510300.00,5103.00,Census Tract 5103,41.72,-87.57,-87.57,-87.58,41.72,41.71,0.00,0.07,0.04,0.02,0.10,0.15,0.01,0.03,0.07,0.28,0.09,0.09,0.06,0.17,0.95,0.43,0.00,0.01,0.40,0.09,0.22,0.23,0.25,0.10,0.04,0.00,0.58,0.19,0.57,0.49,0.03,0.09,0.15,0.20,0.22,0.01,0.99,0.00,0.00,0.00,397.00,745.00,39.10,30625.00,42576.00,2172.00,1.90,0.00,5.40,84800.00,1119.00,406.00,1060.00,5241.00,71.00,71.00,1872.00,5260.00,86.30,41.00,1112.00,787.00
17031520100.00,1.00,520100.00,5201.00,Census Tract 5201,41.72,-87.53,-87.53,-87.53,41.72,41.72,0.00,0.14,0.15,0.04,0.06,0.08,0.00,0.06,0.13,0.13,0.10,0.10,0.01,0.10,0.84,0.30,0.00,0.00,0.40,0.10,0.17,0.14,0.33,0.12,0.08,0.00,0.51,0.05,0.46,0.39,0.24,0.22,0.09,0.08,0.16,0.81,0.06,0.01,0.00,0.87,184.00,420.00,36.60,35365.00,47844.00,677.00,0.00,0.00,5.70,130700.00,1153.00,498.00,696.00,2014.00,872.00,858.00,533.00,2019.00,97.90,34.40,927.00,355.00
17031520200.00,1.00,520200.00,5202.00,Census Tract 5202,41.71,-87.54,-87.54,-87.54,41.72,41.71,0.00,0.11,0.23,0.01,0.08,0.04,0.00,0.06,0.11,0.20,0.12,0.03,0.02,0.11,0.82,0.42,0.00,0.00,0.60,0.08,0.42,0.27,0.25,0.08,0.06,0.03,0.54,0.04,0.42,0.44,0.21,0.15,0.05,0.05,0.12,0.84,0.08,0.00,0.00,0.82,316.00,939.00,31.60,36228.00,43612.00,1296.00,5.30,0.00,5.30,89300.00,1145.00,492.00,770.00,3567.00,1045.00,953.00,991.00,3572.00,99.30,28.30,1112.00,355.00
17031520300.00,1.00,520300.00,5203.00,Census Tract 5203,41.70,-87.54,-87.54,-87.54,41.70,41.70,0.00,0.07,0.17,0.04,0.10,0.06,0.01,0.05,0.12,0.22,0.11,0.02,0.04,0.06,0.85,0.45,0.00,0.00,0.30,0.06,0.26,0.15,0.30,0.21,0.02,0.00,0.64,0.06,0.49,0.40,0.22,0.15,0.12,0.03,0.11,0.82,0.03,0.00,0.01,0.86,573.00,1438.00,35.50,41465.00,54767.00,1932.00,1.60,4.50,5.70,123000.00,1293.00,505.00,824.00,6058.00,1812.00,1696.00,1703.00,6058.00,108.60,27.70,1005.00,696.00
17031520400.00,0.00,520400.00,5204.00,Census Tract 5204,41.70,-87.53,-87.53,-87.53,41.71,41.70,0.01,0.06,0.11,0.05,0.09,0.15,0.01,0.04,0.09,0.22,0.08,0.06,0.03,0.05,0.88,0.54,0.00,0.00,0.34,0.08,0.26,0.11,0.31,0.20,0.03,0.01,0.51,0.09,0.39,0.39,0.18,0.11,0.16,0.08,0.16,0.84,0.06,0.00,0.00,0.84,233.00,710.00,37.70,42227.00,60110.00,1437.00,2.90,0.00,5.80,131100.00,1447.00,489.00,927.00,4186.00,1248.00,1192.00,1255.00,4186.00,86.50,34.20,1005.00,696.00
17031520500.00,0.00,520500.00,5205.00,Census Tract 5205,41.69,-87.53,-87.53,-87.53,41.70,41.69,0.03,0.08,0.14,0.02,0.07,0.07,0.02,0.05,0.13,0.23,0.11,0.02,0.04,0.05,0.95,0.73,0.00,0.00,0.24,0.07,0.22,0.08,0.32,0.22,0.04,0.01,0.50,0.06,0.34,0.34,0.13,0.07,0.19,0.09,0.13,0.87,0.02,0.00,0.00,0.68,473.00,882.00,31.80,62203.00,75838.00,1605.00,0.00,0.00,6.00,131200.00,1485.00,467.00,1005.00,5112.00,1099.00,1086.00,1560.00,5112.00,86.20,35.90,976.00,696.00
17031520600.00,0.00,520600.00,5206.00,Census Tract 5206,41.69,-87.54,-87.54,-87.54,41.69,41.69,0.00,0.08,0.14,0.03,0.09,0.06,0.01,0.06,0.14,0.27,0.06,0.03,0.03,0.05,0.82,0.55,0.00,0.00,0.18,0.05,0.16,0.13,0.32,0.18,0.10,0.00,0.60,0.13,0.37,0.37,0.14,0.11,0.11,0.06,0.21,0.94,0.00,0.01,0.01,0.77,222.00,597.00,33.90,42764.00,51211.00,870.00,0.00,13.60,5.30,120900.00,1250.00,399.00,976.00,2824.00,1001.00,944.00,801.00,2824.00,79.80,36.20,1005.00,763.00
17031530100.00,1.00,530100.00,5301.00,Census Tract 5301,41.68,-87.62,-87.61,-87.62,41.68,41.68,0.00,0.09,0.26,0.01,0.06,0.09,0.02,0.04,0.06,0.19,0.09,0.07,0.02,0.14,0.83,0.33,0.00,0.03,0.56,0.03,0.31,0.34,0.32,0.15,0.02,0.02,0.44,0.13,0.56,0.35,0.21,0.17,0.06,0.15,0.17,0.61,0.34,0.00,0.00,0.67,141.00,377.00,33.70,34667.00,39098.00,960.00,8.00,4.50,5.10,83800.00,1406.00,508.00,657.00,2247.00,727.00,665.00,760.00,2252.00,92.30,35.20,1110.00,829.00
17031530200.00,0.00,530200.00,5302.00,Census Tract 5302,41.68,-87.63,-87.63,-87.64,41.68,41.68,0.00,0.03,0.06,0.01,0.09,0.17,0.02,0.07,0.09,0.31,0.10,0.01,0.03,0.13,0.90,0.25,0.00,0.00,0.51,0.06,0.26,0.33,0.15,0.09,0.03,0.03,0.49,0.09,0.45,0.49,0.04,0.16,0.14,0.18,0.19,0.00,1.00,0.00,0.00,0.00,535.00,711.00,43.80,29539.00,44531.00,1924.00,14.40,21.50,5.80,88600.00,1240.00,463.00,1048.00,4296.00,28.00,28.00,1308.00,4296.00,75.10,33.40,1471.00,657.00
17031530300.00,0.00,530300.00,5303.00,Census Tract 5303,41.68,-87.65,-87.65,-87.66,41.68,41.68,0.00,0.05,0.04,0.03,0.07,0.14,0.03,0.06,0.12,0.27,0.08,0.05,0.06,0.06,0.90,0.50,0.01,0.00,0.24,0.10,0.24,0.12,0.32,0.09,0.02,0.00,0.68,0.11,0.57,0.48,0.02,0.12,0.15,0.20,0.18,0.01,0.98,0.00,0.00,0.01,244.00,741.00,41.90,39816.00,56221.00,1625.00,2.20,0.00,6.00,112400.00,1347.00,405.00,945.00,4607.00,18.00,18.00,1529.00,4607.00,97.60,39.00,1181.00,739.00
17031530400.00,0.00,530400.00,5304.00,Census Tract 5304,41.67,-87.65,-87.65,-87.66,41.68,41.67,0.00,0.05,0.02,0.00,0.07,0.16,0.01,0.04,0.19,0.27,0.02,0.06,0.12,0.07,0.86,0.54,0.00,0.01,0.16,0.04,0.19,0.11,0.22,0.12,0.01,0.01,0.67,0.12,0.47,0.36,0.05,0.06,0.27,0.19,0.23,0.02,0.95,0.00,0.01,0.02,184.00,196.00,48.50,48036.00,64081.00,803.00,0.00,0.00,6.00,117800.00,1202.00,476.00,989.00,1973.00,107.00,70.00,721.00,1973.00,85.10,41.50,1181.00,800.00
17031530501.00,0.00,530501.00,5305.01,Census Tract 5305.01,41.67,-87.63,-87.63,-87.64,41.68,41.67,0.00,0.00,0.03,0.05,0.17,0.10,0.08,0.14,0.08,0.21,0.08,0.01,0.04,0.15,0.90,0.41,0.00,0.04,0.43,0.04,0.30,0.11,0.29,0.14,0.03,0.01,0.69,0.14,0.49,0.53,0.04,0.11,0.19,0.22,0.21,0.02,0.96,0.00,0.00,0.01,308.00,848.00,41.10,42422.00,55295.00,2084.00,4.30,8.60,6.00,100200.00,1398.00,498.00,830.00,4641.00,75.00,75.00,1570.00,4704.00,80.10,34.00,1471.00,1048.00
17031530502.00,0.00,530502.00,5305.02,Census Tract 5305.02,41.67,-87.63,-87.62,-87.63,41.67,41.66,0.00,0.02,0.07,0.01,0.09,0.16,0.00,0.09,0.07,0.30,0.07,0.03,0.10,0.09,0.90,0.46,0.00,0.00,0.18,0.05,0.12,0.16,0.23,0.19,0.01,0.00,0.62,0.14,0.57,0.41,0.03,0.06,0.14,0.26,0.25,0.00,0.99,0.00,0.00,0.02,114.00,120.00,39.50,41696.00,48821.00,590.00,1.90,8.00,5.70,109900.00,1222.00,451.00,1471.00,1419.00,6.00,6.00,510.00,1419.00,98.20,41.70,1165.00,445.00
17031530503.00,0.00,530503.00,5305.03,Census Tract 5305.03,41.66,-87.64,-87.63,-87.64,41.67,41.66,0.00,0.04,0.07,0.01,0.12,0.10,0.02,0.02,0.12,0.30,0.07,0.06,0.07,0.19,0.91,0.43,0.00,0.01,0.29,0.05,0.17,0.18,0.35,0.10,0.02,0.00,0.72,0.15,0.54,0.47,0.04,0.10,0.20,0.18,0.18,0.01,0.98,0.00,0.01,0.01,354.00,1160.00,36.40,35074.00,51455.00,2008.00,5.70,4.70,5.80,112100.00,1226.00,456.00,1165.00,5846.00,152.00,144.00,1790.00,5846.00,82.30,33.80,1471.00,800.00
17031530600.00,0.00,530600.00,5306.00,Census Tract 5306,41.67,-87.62,-87.62,-87.62,41.67,41.67,0.00,0.00,0.03,0.00,0.25,0.16,0.02,0.03,0.15,0.24,0.01,0.03,0.08,0.13,0.88,0.39,0.00,0.00,0.58,0.11,0.27,0.20,0.23,0.04,0.02,0.03,0.69,0.10,0.64,0.49,0.02,0.05,0.08,0.16,0.16,0.00,1.00,0.00,0.00,0.00,238.00,372.00,46.00,32674.00,41997.00,1222.00,0.00,4.00,5.30,114800.00,1317.00,358.00,1057.00,2636.00,0.00,0.00,945.00,2636.00,75.30,38.20,1471.00,445.00
17031540101.00,0.00,540101.00,5401.01,Census Tract 5401.01,41.65,-87.60,-87.60,-87.60,41.65,41.65,0.03,0.02,0.16,0.00,0.13,0.05,0.00,0.04,0.13,0.31,0.12,0.00,0.01,0.44,0.90,0.16,0.00,0.00,0.93,0.14,0.39,0.55,0.10,0.03,0.07,0.03,0.38,0.01,0.74,0.74,0.06,0.15,0.06,0.10,0.04,0.04,0.94,0.01,0.01,0.05,616.00,1023.00,40.10,12660.00,24453.00,1859.00,0.00,7.10,4.50,49600.00,1172.00,347.00,379.00,3833.00,161.00,161.00,1278.00,3881.00,64.40,21.50,1471.00,445.00
17031540102.00,0.00,540102.00,5401.02,Census Tract 5401.02,41.67,-87.61,-87.60,-87.61,41.67,41.66,0.00,0.00,0.09,0.00,0.16,0.16,0.02,0.04,0.08,0.27,0.12,0.04,0.01,0.39,0.90,0.20,0.00,0.02,0.87,0.04,0.37,0.48,0.07,0.04,0.06,0.04,0.34,0.09,0.67,0.65,0.05,0.17,0.02,0.14,0.08,0.03,0.93,0.00,0.00,0.03,529.00,701.00,51.10,14439.00,29762.00,1445.00,0.00,2.40,4.70,58100.00,893.00,440.00,445.00,3513.00,32.00,32.00,1150.00,3513.00,67.00,21.80,1471.00,379.00
17031550100.00,0.00,550100.00,5501.00,Census Tract 5501,41.66,-87.54,-87.53,-87.54,41.67,41.66,0.00,0.06,0.13,0.00,0.14,0.07,0.02,0.05,0.09,0.23,0.11,0.03,0.08,0.08,0.86,0.53,0.00,0.01,0.35,0.11,0.33,0.11,0.41,0.09,0.04,0.01,0.55,0.05,0.40,0.34,0.10,0.05,0.14,0.13,0.17,0.91,0.05,0.00,0.00,0.56,359.00,786.00,30.70,56445.00,67263.00,2817.00,3.10,14.00,5.30,126000.00,1294.00,512.00,826.00,6506.00,1322.00,1239.00,2449.00,6523.00,129.20,41.60,1052.00,376.00
17031550200.00,0.00,550200.00,5502.00,Census Tract 5502,41.66,-87.56,-87.56,-87.57,41.66,41.65,0.00,0.02,0.17,0.04,0.04,0.04,0.03,0.02,0.08,0.23,0.09,0.03,0.22,0.00,0.95,0.76,0.00,0.00,0.11,0.05,0.17,0.07,0.46,0.12,0.00,0.00,0.49,0.16,0.26,0.30,0.04,0.05,0.21,0.25,0.18,0.92,0.01,0.00,0.01,0.60,360.00,386.00,30.20,52841.00,71594.00,1126.00,3.10,0.00,5.90,137300.00,1378.00,472.00,1052.00,2861.00,269.00,269.00,1050.00,2861.00,81.50,39.80,1005.00,376.00
17031560100.00,0.00,560100.00,5601.00,Census Tract 5601,41.82,-87.74,-87.74,-87.75,41.82,41.81,0.00,0.02,0.19,0.04,0.15,0.04,0.02,0.08,0.12,0.17,0.15,0.04,0.00,0.11,0.88,0.50,0.00,0.00,0.28,0.01,0.38,0.10,0.35,0.30,0.12,0.00,0.78,0.06,0.42,0.35,0.16,0.14,0.13,0.07,0.19,0.42,0.13,0.02,0.08,0.70,92.00,207.00,31.60,60781.00,63664.00,357.00,0.00,12.50,5.60,156300.00,1449.00,486.00,896.00,1356.00,640.00,597.00,331.00,1605.00,104.50,38.40,1355.00,694.00
17031560200.00,0.00,560200.00,5602.00,Census Tract 5602,41.81,-87.75,-87.74,-87.75,41.81,41.81,0.00,0.06,0.03,0.03,0.13,0.17,0.02,0.08,0.08,0.26,0.11,0.03,0.02,0.07,0.83,0.44,0.00,0.00,0.17,0.03,0.17,0.14,0.39,0.11,0.01,0.00,0.52,0.10,0.47,0.44,0.09,0.11,0.17,0.22,0.24,0.26,0.61,0.00,0.00,0.31,156.00,129.00,35.90,48333.00,52593.00,652.00,0.00,0.00,5.40,149000.00,1306.00,457.00,990.00,1724.00,270.00,252.00,600.00,1724.00,99.30,42.80,1355.00,694.00
17031560300.00,0.00,560300.00,5603.00,Census Tract 5603,41.80,-87.75,-87.74,-87.75,41.81,41.80,0.00,0.10,0.11,0.03,0.13,0.05,0.01,0.05,0.09,0.16,0.19,0.04,0.04,0.06,0.88,0.52,0.00,0.00,0.12,0.05,0.18,0.08,0.42,0.17,0.05,0.00,0.65,0.06,0.39,0.34,0.16,0.09,0.17,0.04,0.16,0.59,0.03,0.00,0.03,0.66,285.00,533.00,40.30,52313.00,67328.00,993.00,1.60,0.00,6.00,172900.00,1446.00,512.00,1355.00,3283.00,1224.00,1152.00,959.00,3283.00,98.10,35.10,1225.00,764.00
17031560400.00,0.00,560400.00,5604.00,Census Tract 5604,41.80,-87.74,-87.74,-87.74,41.81,41.80,0.00,0.02,0.13,0.03,0.07,0.09,0.02,0.02,0.20,0.20,0.11,0.07,0.04,0.06,0.90,0.58,0.00,0.00,0.09,0.03,0.30,0.09,0.48,0.11,0.08,0.01,0.73,0.09,0.40,0.30,0.26,0.10,0.13,0.00,0.16,0.65,0.02,0.02,0.05,0.72,118.00,314.00,34.20,52969.00,59025.00,456.00,0.00,0.00,5.30,167200.00,1468.00,554.00,1225.00,1727.00,813.00,802.00,456.00,1727.00,117.20,35.60,1355.00,764.00
17031560700.00,0.00,560700.00,5607.00,Census Tract 5607,41.80,-87.76,-87.75,-87.76,41.80,41.79,0.01,0.10,0.16,0.04,0.10,0.08,0.01,0.07,0.11,0.12,0.05,0.09,0.08,0.05,0.86,0.54,0.00,0.00,0.42,0.10,0.24,0.16,0.33,0.14,0.07,0.03,0.58,0.16,0.36,0.39,0.10,0.13,0.13,0.04,0.12,0.74,0.02,0.00,0.00,0.59,248.00,826.00,34.50,54440.00,67354.00,1305.00,3.50,4.50,5.20,199400.00,1774.00,516.00,903.00,3721.00,1255.00,1235.00,1153.00,3726.00,105.20,35.20,1355.00,764.00
17031560800.00,0.00,560800.00,5608.00,Census Tract 5608,41.80,-87.77,-87.77,-87.78,41.80,41.79,0.00,0.07,0.16,0.02,0.07,0.09,0.03,0.05,0.10,0.20,0.04,0.05,0.12,0.02,0.91,0.72,0.00,0.01,0.23,0.07,0.22,0.06,0.36,0.18,0.01,0.02,0.52,0.12,0.41,0.32,0.11,0.09,0.19,0.05,0.19,0.73,0.02,0.01,0.00,0.53,575.00,955.00,37.90,66643.00,81569.00,2233.00,5.30,0.00,5.30,194900.00,1675.00,527.00,1024.00,6219.00,1347.00,1284.00,2140.00,6219.00,95.90,35.70,1167.00,903.00
17031560900.00,0.00,560900.00,5609.00,Census Tract 5609,41.80,-87.79,-87.79,-87.80,41.80,41.79,0.00,0.05,0.08,0.00,0.10,0.10,0.03,0.05,0.09,0.23,0.10,0.04,0.13,0.04,0.95,0.83,0.00,0.00,0.13,0.06,0.17,0.07,0.43,0.24,0.01,0.01,0.61,0.12,0.40,0.33,0.04,0.08,0.23,0.05,0.21,0.83,0.00,0.00,0.01,0.33,331.00,578.00,30.70,84652.00,102505.00,2000.00,2.80,0.00,5.30,230400.00,1747.00,552.00,1167.00,5258.00,709.00,653.00,1902.00,5263.00,111.20,42.40,1024.00,884.00
17031561000.00,0.00,561000.00,5610.00,Census Tract 5610,41.79,-87.79,-87.79,-87.80,41.79,41.79,0.01,0.06,0.10,0.03,0.04,0.06,0.01,0.04,0.08,0.32,0.07,0.06,0.13,0.02,0.97,0.89,0.00,0.01,0.16,0.03,0.17,0.07,0.51,0.16,0.00,0.00,0.72,0.19,0.25,0.27,0.04,0.03,0.33,0.06,0.21,0.91,0.01,0.00,0.00,0.32,308.00,804.00,34.90,84863.00,98576.00,2147.00,0.00,3.40,6.00,237600.00,1747.00,561.00,927.00,5541.00,638.00,576.00,2135.00,5541.00,85.70,44.00,1167.00,884.00
17031561100.00,0.00,561100.00,5611.00,Census Tract 5611,41.79,-87.77,-87.77,-87.78,41.79,41.79,0.00,0.12,0.08,0.03,0.12,0.06,0.02,0.08,0.12,0.15,0.10,0.03,0.10,0.02,0.93,0.66,0.00,0.00,0.07,0.06,0.16,0.07,0.41,0.16,0.03,0.01,0.61,0.12,0.40,0.32,0.08,0.05,0.25,0.05,0.17,0.84,0.00,0.00,0.00,0.48,463.00,751.00,36.30,81763.00,87996.00,2021.00,0.40,0.00,5.50,204600.00,1762.00,531.00,917.00,5531.00,1239.00,1204.00,1877.00,5531.00,93.90,36.90,1024.00,884.00
17031570100.00,0.00,570100.00,5701.00,Census Tract 5701,41.82,-87.72,-87.72,-87.72,41.82,41.81,0.01,0.03,0.24,0.05,0.10,0.02,0.00,0.06,0.11,0.15,0.17,0.06,0.01,0.09,0.86,0.61,0.00,0.00,0.39,0.04,0.38,0.09,0.30,0.20,0.08,0.00,0.70,0.04,0.38,0.45,0.22,0.09,0.11,0.04,0.09,0.50,0.00,0.03,0.10,0.72,81.00,261.00,33.20,54792.00,65510.00,418.00,3.70,11.80,4.90,169800.00,1561.00,582.00,877.00,1294.00,542.00,538.00,385.00,1294.00,98.80,32.30,924.00,694.00
17031570200.00,1.00,570200.00,5702.00,Census Tract 5702,41.81,-87.73,-87.73,-87.73,41.82,41.81,0.00,0.08,0.09,0.03,0.10,0.07,0.01,0.14,0.10,0.23,0.10,0.04,0.01,0.05,0.83,0.52,0.00,0.00,0.26,0.07,0.20,0.14,0.28,0.22,0.06,0.00,0.52,0.15,0.32,0.36,0.16,0.12,0.12,0.07,0.18,0.73,0.01,0.00,0.09,0.72,124.00,241.00,30.60,49107.00,68375.00,623.00,0.00,0.00,5.30,186300.00,1663.00,538.00,694.00,1978.00,887.00,849.00,591.00,1978.00,80.80,39.00,1225.00,877.00
17031570300.00,0.00,570300.00,5703.00,Census Tract 5703,41.80,-87.73,-87.73,-87.73,41.81,41.80,0.00,0.05,0.13,0.03,0.09,0.10,0.03,0.05,0.13,0.16,0.14,0.08,0.02,0.05,0.81,0.42,0.00,0.00,0.46,0.07,0.34,0.18,0.29,0.13,0.12,0.01,0.59,0.07,0.47,0.42,0.23,0.08,0.13,0.03,0.14,0.45,0.03,0.00,0.02,0.81,457.00,1343.00,31.30,47500.00,57403.00,1868.00,1.80,7.70,5.10,172600.00,1570.00,538.00,924.00,5768.00,2348.00,2340.00,1668.00,5773.00,98.60,34.20,1225.00,694.00
17031570400.00,0.00,570400.00,5704.00,Census Tract 5704,41.80,-87.72,-87.72,-87.72,41.81,41.80,0.00,0.14,0.17,0.03,0.11,0.11,0.01,0.00,0.05,0.20,0.10,0.07,0.02,0.03,0.70,0.48,0.00,0.00,0.61,0.06,0.28,0.16,0.21,0.13,0.06,0.00,0.58,0.12,0.51,0.47,0.13,0.13,0.14,0.04,0.14,0.47,0.00,0.03,0.01,0.83,111.00,244.00,32.20,42986.00,54771.00,596.00,8.90,4.50,4.50,178700.00,1575.00,537.00,901.00,1727.00,627.00,619.00,525.00,1732.00,101.20,33.10,960.00,793.00
17031570500.00,0.00,570500.00,5705.00,Census Tract 5705,41.80,-87.73,-87.73,-87.74,41.80,41.80,0.00,0.05,0.15,0.05,0.17,0.07,0.01,0.06,0.14,0.08,0.13,0.05,0.06,0.05,0.82,0.49,0.00,0.00,0.56,0.08,0.35,0.17,0.35,0.11,0.04,0.05,0.56,0.12,0.52,0.39,0.16,0.11,0.11,0.04,0.13,0.61,0.01,0.00,0.05,0.74,222.00,499.00,38.10,41875.00,52545.00,786.00,6.90,2.40,5.00,191100.00,1523.00,540.00,915.00,2392.00,951.00,902.00,731.00,2392.00,109.10,29.40,1225.00,764.00
17031580100.00,0.00,580100.00,5801.00,Census Tract 5801,41.83,-87.69,-87.69,-87.69,41.83,41.83,0.00,0.09,0.13,0.07,0.09,0.08,0.00,0.04,0.08,0.14,0.18,0.07,0.02,0.05,0.79,0.40,0.01,0.03,0.43,0.09,0.37,0.16,0.34,0.07,0.05,0.02,0.69,0.06,0.43,0.42,0.21,0.11,0.14,0.03,0.12,0.43,0.02,0.03,0.26,0.64,208.00,596.00,34.40,39688.00,49101.00,966.00,4.20,2.80,4.90,220700.00,1542.00,560.00,942.00,2880.00,1348.00,1280.00,875.00,2885.00,118.60,34.20,927.00,792.00
17031580200.00,0.00,580200.00,5802.00,Census Tract 5802,41.83,-87.70,-87.70,-87.70,41.83,41.82,0.00,0.08,0.26,0.06,0.11,0.04,0.01,0.03,0.09,0.09,0.17,0.06,0.00,0.06,0.77,0.30,0.00,0.00,0.46,0.07,0.34,0.13,0.34,0.12,0.15,0.02,0.51,0.02,0.38,0.47,0.29,0.15,0.08,0.01,0.11,0.43,0.01,0.01,0.12,0.81,397.00,755.00,33.40,45179.00,49925.00,1026.00,4.60,4.00,5.40,162700.00,1767.00,583.00,853.00,3534.00,1694.00,1630.00,888.00,3534.00,109.10,30.10,942.00,767.00
17031580300.00,0.00,580300.00,5803.00,Census Tract 5803,41.83,-87.71,-87.71,-87.71,41.83,41.82,0.00,0.04,0.26,0.03,0.04,0.10,0.00,0.01,0.14,0.10,0.18,0.08,0.02,0.09,0.78,0.39,0.00,0.00,0.47,0.06,0.36,0.16,0.27,0.15,0.03,0.00,0.67,0.01,0.46,0.39,0.42,0.12,0.05,0.04,0.11,0.42,0.01,0.03,0.14,0.80,68.00,456.00,35.30,45853.00,51701.00,733.00,0.00,0.00,4.80,170100.00,1605.00,553.00,784.00,2502.00,1318.00,1295.00,687.00,2502.00,115.50,37.30,877.00,809.00
17031580400.00,1.00,580400.00,5804.00,Census Tract 5804,41.82,-87.71,-87.71,-87.71,41.82,41.81,0.01,0.07,0.16,0.04,0.13,0.09,0.01,0.02,0.07,0.18,0.08,0.10,0.03,0.10,0.83,0.38,0.00,0.00,0.46,0.05,0.31,0.18,0.33,0.13,0.07,0.01,0.67,0.07,0.47,0.38,0.19,0.15,0.14,0.03,0.14,0.48,0.02,0.00,0.12,0.77,150.00,1166.00,35.30,37462.00,51535.00,1598.00,0.00,0.00,4.80,203000.00,1663.00,529.00,812.00,4551.00,1967.00,1863.00,1486.00,4551.00,110.00,35.80,901.00,784.00
